Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah (m²),Luas Bangunan (m²),Sertifikat,Daya Listrik (watt),Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan (m),Sumber Air,Hook,Kondisi Properti,Aksesibilitas,NJOP (Rp/m²),Tingkat Keamanan,Sewa per Bulan (Rp),Jenis Zona
Dukuh Pakis,4,3,256,321,HGB,3500,0,1,Furnished,2,Utara,Ya,10,PDAM,Tidak,Baru,Dekat Sekolah,254917,5,183400000,Perumahan
Dukuh Pakis,3,4,196,257,AJB,3500,0,2,Furnished,3,Timur,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Sekolah,219728,5,128250000,Campuran
Dukuh Pakis,2,4,488,305,HGB,4400,2,1,Semi-Furnished,2,Utara,Tidak,5,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,234954,4,119600000,Campuran
Dukuh Pakis,6,1,397,298,HGB,2200,1,1,Furnished,3,Selatan,Tidak,4,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,241942,5,159000000,Perumahan
Dukuh Pakis,1,2,584,321,HGB,4400,0,0,Furnished,3,Utara,Ya,11,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,247075,5,109600000,Campuran
Dukuh Pakis,1,2,335,120,HGB,1300,2,2,Unfurnished,1,Selatan,Ya,9,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,226066,3,18250000,Perumahan
Dukuh Pakis,3,3,376,216,HGB,3500,0,2,Unfurnished,2,Barat,Tidak,10,Air Tanah,Ya,Bagus,Dekat Jalan Raya,232341,5,81550000,Komersial
Dukuh Pakis,5,1,54,58,HGB,900,0,1,Semi-Furnished,3,Barat,Tidak,11,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,210807,2,18950000,Campuran
Dukuh Pakis,1,4,85,38,AJB,900,1,0,Semi-Furnished,1,Barat,Tidak,5,Sumur,Ya,Baru,Dekat Pusat Kota,205992,2,10000000,Komersial
Gayungan,6,2,227,152,HGB,2200,0,2,Semi-Furnished,1,Timur,Ya,7,PDAM,Ya,Baru,Dekat Sekolah,217387,4,58100000,Campuran
Gayungan,3,3,225,244,HGB,4400,2,0,Furnished,3,Selatan,Tidak,5,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,231673,5,90450000,Campuran
Gayungan,1,3,301,307,AJB,4400,2,1,Unfurnished,3,Timur,Tidak,11,Sumur,Ya,Bagus,Dekat Pusat Kota,222872,4,110800000,Perumahan
Gayungan,4,3,548,484,AJB,4400,1,1,Unfurnished,2,Timur,Tidak,6,Air Tanah,Ya,Baru,Dekat Jalan Raya,218897,4,248700000,Komersial
Gayungan,3,1,356,363,AJB,3500,2,1,Semi-Furnished,2,Utara,Tidak,5,Sumur,Tidak,Baru,Dekat Jalan Raya,223306,5,157600000,Komersial
Gayungan,2,2,158,103,AJB,1300,0,2,Unfurnished,2,Utara,Tidak,6,PDAM,Ya,Bagus,Dekat Sekolah,199173,2,19450000,Campuran
Gayungan,5,2,93,82,SHM,900,2,0,Furnished,3,Selatan,Ya,2,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,210161,5,31250000,Perumahan
Gayungan,2,3,309,308,HGB,2200,0,1,Unfurnished,3,Utara,Ya,4,PDAM,Ya,Baru,Dekat Sekolah,213117,4,110400000,Campuran
Gayungan,4,1,179,59,HGB,900,0,1,Unfurnished,3,Barat,Tidak,6,Air Tanah,Ya,Baru,Dekat Pusat Kota,213646,5,26450000,Komersial
Gayungan,2,1,147,225,SHM,3500,0,1,Unfurnished,2,Barat,Ya,7,PDAM,Ya,Bagus,Dekat Pusat Kota,231606,5,61200000,Campuran
Gayungan,1,4,254,115,AJB,1300,0,2,Semi-Furnished,2,Barat,Tidak,2,Sumur,Tidak,Baru,Dekat Pusat Kota,205349,4,37450000,Campuran
Gayungan,2,3,371,222,SHM,4400,1,0,Semi-Furnished,1,Selatan,Tidak,11,PDAM,Tidak,Baru,Dekat Jalan Raya,197667,5,74450000,Komersial
Gayungan,6,4,344,67,HGB,900,0,1,Furnished,2,Selatan,Ya,7,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,205330,5,30250000,Komersial
Gayungan,6,3,568,124,AJB,2200,0,2,Semi-Furnished,2,Utara,Tidak,2,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,203173,4,44400000,Campuran
Gayungan,2,4,527,487,HGB,4400,2,0,Semi-Furnished,1,Barat,Ya,9,PDAM,Tidak,Bagus,Dekat Sekolah,207218,5,193700000,Komersial
Gayungan,3,1,229,286,SHM,2200,2,1,Semi-Furnished,2,Timur,Tidak,7,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,218694,5,69800000,Komersial
Gayungan,3,1,403,62,HGB,900,2,2,Semi-Furnished,2,Barat,Ya,3,Sumur,Ya,Baru,Dekat Sekolah,211017,3,19700000,Campuran
Gayungan,1,1,218,179,AJB,2200,0,0,Furnished,1,Timur,Ya,5,Air Tanah,Ya,Baru,Dekat Pusat Kota,214288,5,45750000,Campuran
Gayungan,1,4,333,129,HGB,1300,0,0,Furnished,3,Timur,Ya,2,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,204900,5,39950000,Perumahan
Gayungan,1,4,397,210,HGB,3500,1,0,Unfurnished,3,Utara,Ya,8,PDAM,Tidak,Bagus,Dekat Jalan Raya,229593,4,62550000,Perumahan
Gayungan,3,2,114,84,AJB,900,0,2,Unfurnished,3,Barat,Ya,11,PDAM,Tidak,Bagus,Dekat Jalan Raya,198082,4,23950000,Campuran
Gayungan,6,1,383,47,AJB,900,1,2,Unfurnished,1,Barat,Tidak,3,Sumur,Ya,Baru,Dekat Pusat Kota,188738,3,13300000,Campuran
Gayungan,4,4,301,154,AJB,2200,1,1,Furnished,3,Timur,Tidak,10,Sumur,Ya,Baru,Dekat Jalan Raya,191993,4,116200000,Komersial
Gayungan,5,3,91,96,AJB,900,1,1,Semi-Furnished,1,Selatan,Ya,11,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,188485,4,31350000,Komersial
Gayungan,4,3,50,78,HGB,1300,0,1,Semi-Furnished,3,Timur,Tidak,3,PDAM,Tidak,Baru,Dekat Pusat Kota,225035,5,39900000,Perumahan
Gayungan,5,2,178,229,AJB,3500,0,1,Furnished,3,Timur,Ya,10,PDAM,Tidak,Bagus,Dekat Pusat Kota,229364,5,143000000,Perumahan
Gayungan,5,4,176,268,AJB,3500,2,0,Furnished,2,Selatan,Tidak,3,Sumur,Ya,Bagus,Dekat Sekolah,225712,5,140400000,Campuran
Gayungan,5,3,483,315,HGB,4400,0,2,Furnished,3,Timur,Ya,7,Air Tanah,Ya,Bagus,Dekat Pusat Kota,222035,5,268650000,Komersial
Gayungan,6,3,490,364,AJB,4400,1,1,Unfurnished,3,Barat,Ya,7,Air Tanah,Ya,Baru,Dekat Jalan Raya,242603,4,220350000,Campuran
Gayungan,1,2,74,163,SHM,1300,1,1,Furnished,2,Selatan,Ya,9,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,211031,5,41950000,Campuran
Gayungan,1,3,264,296,AJB,4400,2,2,Furnished,2,Barat,Ya,9,Sumur,Tidak,Baru,Dekat Pusat Kota,221298,5,114300000,Campuran
Gayungan,6,4,473,77,HGB,1300,2,2,Semi-Furnished,3,Utara,Ya,4,PDAM,Ya,Baru,Dekat Jalan Raya,208462,5,54500000,Komersial
Gayungan,1,2,217,236,HGB,3500,2,2,Furnished,2,Utara,Tidak,3,Sumur,Tidak,Bagus,Dekat Sekolah,195458,5,57550000,Perumahan
Genteng,3,2,479,194,AJB,1300,1,0,Unfurnished,3,Barat,Tidak,11,Sumur,Ya,Bagus,Dekat Pusat Kota,301881,4,120500000,Campuran
Genteng,1,1,548,347,SHM,3500,0,0,Semi-Furnished,1,Utara,Tidak,8,PDAM,Ya,Bagus,Dekat Sekolah,329452,5,121400000,Komersial
Genteng,1,4,115,170,HGB,2200,1,2,Furnished,1,Utara,Tidak,7,Sumur,Ya,Baru,Dekat Pusat Kota,342386,5,78450000,Perumahan
Genteng,1,2,42,47,SHM,900,0,1,Semi-Furnished,1,Selatan,Ya,4,Air Tanah,Ya,Bagus,Dekat Jalan Raya,330572,4,12250000,Perumahan
Genteng,3,2,432,148,AJB,2200,0,1,Unfurnished,2,Barat,Tidak,6,Sumur,Ya,Baru,Dekat Pusat Kota,286154,5,77050000,Komersial
Genteng,1,2,214,98,AJB,900,1,2,Unfurnished,3,Selatan,Tidak,8,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,326207,5,21400000,Perumahan
Genteng,3,4,388,33,AJB,900,0,1,Semi-Furnished,1,Utara,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,282589,2,10800000,Campuran
Genteng,3,3,259,192,AJB,2200,1,2,Furnished,3,Utara,Ya,4,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,325767,5,94950000,Campuran
Genteng,3,2,303,298,HGB,4400,2,1,Unfurnished,2,Utara,Tidak,2,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,319789,5,135950000,Campuran
Genteng,1,2,201,141,HGB,1300,2,2,Semi-Furnished,2,Utara,Ya,9,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,320451,5,53600000,Komersial
Genteng,5,4,45,76,HGB,900,1,2,Furnished,1,Timur,Ya,3,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,290406,5,33050000,Perumahan
Genteng,4,3,190,152,HGB,2200,0,1,Semi-Furnished,1,Selatan,Tidak,11,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,286491,5,57800000,Campuran
Genteng,5,3,276,35,AJB,900,0,0,Unfurnished,1,Utara,Tidak,9,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,329817,3,10250000,Komersial
Genteng,3,3,308,406,HGB,6600,1,2,Unfurnished,1,Barat,Ya,10,Air Tanah,Ya,Bagus,Dekat Jalan Raya,314108,5,196150000,Perumahan
Genteng,1,1,509,194,AJB,2200,0,1,Unfurnished,3,Selatan,Tidak,7,PDAM,Ya,Baru,Dekat Jalan Raya,342469,5,89550000,Komersial
Genteng,2,1,124,99,SHM,900,1,0,Semi-Furnished,3,Selatan,Ya,9,Sumur,Tidak,Bagus,Dekat Sekolah,321697,5,42850000,Perumahan
Genteng,3,1,197,220,AJB,3500,1,2,Unfurnished,1,Utara,Tidak,10,PDAM,Ya,Baru,Dekat Pusat Kota,324270,5,82250000,Komersial
Genteng,5,1,49,30,AJB,900,2,1,Unfurnished,3,Barat,Tidak,5,Sumur,Ya,Baru,Dekat Jalan Raya,278660,2,15600000,Perumahan
Genteng,5,2,312,109,HGB,2200,0,1,Semi-Furnished,1,Selatan,Tidak,12,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,286728,5,43600000,Campuran
Genteng,5,2,442,196,SHM,2200,2,0,Semi-Furnished,2,Barat,Tidak,9,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,316773,5,96100000,Perumahan
Genteng,4,2,172,201,AJB,4400,0,2,Furnished,2,Timur,Tidak,4,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,327069,5,94450000,Perumahan
Genteng,3,4,341,256,SHM,4400,2,1,Unfurnished,3,Timur,Ya,4,Air Tanah,Ya,Baru,Dekat Pusat Kota,329438,5,254150000,Komersial
Genteng,1,2,286,83,SHM,900,0,1,Semi-Furnished,1,Utara,Ya,6,Air Tanah,Ya,Bagus,Dekat Sekolah,290703,4,22400000,Perumahan
Genteng,1,4,185,53,SHM,900,0,0,Unfurnished,3,Barat,Tidak,9,Air Tanah,Ya,Bagus,Dekat Pusat Kota,283640,3,27800000,Campuran
Genteng,2,2,59,106,HGB,2200,2,2,Unfurnished,2,Timur,Tidak,7,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,294435,5,22400000,Perumahan
Genteng,4,3,224,138,HGB,2200,1,0,Unfurnished,1,Timur,Tidak,6,PDAM,Ya,Baru,Dekat Pusat Kota,316489,5,81700000,Campuran
Genteng,1,1,177,124,SHM,1300,2,0,Furnished,3,Selatan,Tidak,2,PDAM,Ya,Baru,Dekat Jalan Raya,320579,5,51950000,Perumahan
Genteng,4,1,412,174,SHM,1300,0,2,Unfurnished,1,Barat,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,310870,4,74800000,Perumahan
Genteng,3,3,96,80,SHM,900,1,2,Unfurnished,2,Selatan,Ya,11,Sumur,Tidak,Bagus,Dekat Sekolah,332432,4,34950000,Perumahan
Genteng,5,1,574,457,HGB,5500,0,1,Unfurnished,2,Barat,Ya,12,Air Tanah,Ya,Bagus,Dekat Sekolah,364251,5,359100000,Komersial
Genteng,4,3,437,79,HGB,900,0,1,Semi-Furnished,3,Timur,Tidak,3,PDAM,Tidak,Bagus,Dekat Jalan Raya,295528,5,51350000,Campuran
Genteng,2,1,181,82,AJB,900,0,2,Furnished,1,Selatan,Tidak,12,Air Tanah,Ya,Baru,Dekat Pusat Kota,280008,4,35100000,Komersial
Genteng,6,2,327,350,HGB,4400,1,1,Semi-Furnished,2,Utara,Ya,2,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,338376,5,240550000,Perumahan
Gubeng,4,3,164,106,HGB,2200,2,0,Furnished,3,Barat,Ya,10,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,290794,5,57800000,Komersial
Gubeng,1,3,65,38,SHM,1300,1,1,Semi-Furnished,3,Selatan,Ya,12,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,284971,2,11850000,Campuran
Gubeng,3,4,599,514,HGB,4400,2,0,Furnished,1,Selatan,Tidak,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,278536,5,254300000,Campuran
Gubeng,4,1,97,75,HGB,900,2,0,Semi-Furnished,3,Utara,Ya,3,Air Tanah,Ya,Baru,Dekat Sekolah,287907,5,33850000,Perumahan
Gubeng,6,2,100,183,SHM,2200,1,2,Furnished,3,Utara,Ya,11,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,258919,5,97700000,Campuran
Gubeng,2,4,145,111,AJB,1300,0,2,Semi-Furnished,2,Utara,Ya,10,Sumur,Ya,Baru,Dekat Pusat Kota,293432,5,53800000,Komersial
Gubeng,4,1,118,62,SHM,1300,0,2,Semi-Furnished,1,Timur,Tidak,10,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,266693,3,16850000,Perumahan
Gubeng,2,4,86,53,AJB,900,1,0,Furnished,2,Selatan,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,241264,3,16700000,Perumahan
Gubeng,5,1,310,135,HGB,2200,0,1,Semi-Furnished,1,Selatan,Ya,9,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,262380,4,42950000,Campuran
Gubeng,3,4,66,58,SHM,1300,0,0,Furnished,1,Barat,Tidak,11,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,263046,3,18150000,Campuran
Gubeng,1,2,250,212,SHM,3500,1,2,Semi-Furnished,1,Selatan,Ya,2,PDAM,Ya,Bagus,Dekat Pusat Kota,288375,5,64950000,Campuran
Gubeng,3,4,144,44,SHM,1300,1,2,Furnished,3,Barat,Tidak,4,Sumur,Tidak,Bagus,Dekat Jalan Raya,258203,5,25050000,Perumahan
Gubeng,3,4,534,448,HGB,6600,1,2,Unfurnished,3,Timur,Ya,7,Air Tanah,Tidak,Baru,Dekat Sekolah,285173,5,323200000,Komersial
Gubeng,2,3,508,584,AJB,5500,1,1,Furnished,1,Timur,Tidak,4,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,291542,5,234800000,Campuran
Gubeng,3,1,200,68,HGB,1300,1,2,Unfurnished,1,Selatan,Tidak,7,Air Tanah,Ya,Baru,Dekat Sekolah,290716,5,20500000,Campuran
Gubeng,5,3,123,204,SHM,4400,1,0,Furnished,3,Timur,Tidak,2,Air Tanah,Ya,Bagus,Dekat Jalan Raya,249816,4,169400000,Campuran
Gubeng,3,4,230,180,HGB,2200,1,2,Semi-Furnished,3,Selatan,Tidak,7,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,274341,4,71650000,Perumahan
Gubeng,3,3,198,141,SHM,1300,1,2,Furnished,3,Selatan,Ya,5,Air Tanah,Ya,Bagus,Dekat Sekolah,253575,5,87100000,Perumahan
Gubeng,3,4,483,495,AJB,5500,0,2,Semi-Furnished,1,Timur,Tidak,11,PDAM,Ya,Baru,Dekat Pusat Kota,316844,5,393700000,Komersial
Gubeng,4,3,513,531,SHM,4400,2,0,Unfurnished,3,Timur,Ya,11,Air Tanah,Ya,Baru,Dekat Jalan Raya,329308,4,515200000,Campuran
Gubeng,1,3,256,189,AJB,2200,0,1,Semi-Furnished,1,Utara,Tidak,3,Sumur,Ya,Bagus,Dekat Jalan Raya,265070,4,58700000,Komersial
Gubeng,3,3,168,181,AJB,1300,0,2,Semi-Furnished,2,Utara,Tidak,4,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,258103,4,58950000,Campuran
Gubeng,2,4,468,210,AJB,3500,1,2,Unfurnished,3,Selatan,Tidak,7,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,284280,5,102950000,Komersial
Gubeng,5,4,223,297,SHM,3500,0,0,Semi-Furnished,1,Selatan,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,274207,5,143950000,Perumahan
Gubeng,4,2,368,144,AJB,2200,2,0,Unfurnished,3,Utara,Tidak,4,PDAM,Tidak,Baru,Dekat Sekolah,245965,5,76850000,Komersial
Gubeng,6,3,405,423,HGB,5500,2,1,Unfurnished,2,Barat,Ya,2,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,296043,5,211700000,Campuran
Gubeng,6,4,519,115,HGB,2200,2,0,Furnished,3,Selatan,Tidak,10,Air Tanah,Ya,Baru,Dekat Pusat Kota,294497,4,132300000,Komersial
Gubeng,3,4,406,307,HGB,3500,2,0,Furnished,2,Selatan,Tidak,8,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,283232,5,168200000,Perumahan
Gubeng,1,3,107,101,AJB,1300,2,1,Unfurnished,2,Barat,Ya,6,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,267062,2,18150000,Perumahan
Gubeng,4,3,152,98,HGB,900,1,1,Semi-Furnished,2,Barat,Ya,10,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,274788,4,35000000,Campuran
Gubeng,1,3,121,138,AJB,2200,0,2,Semi-Furnished,2,Timur,Tidak,9,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,266524,5,34200000,Perumahan
Gubeng,1,4,310,169,SHM,1300,0,0,Unfurnished,3,Barat,Tidak,11,Air Tanah,Ya,Baru,Dekat Jalan Raya,260741,5,80100000,Komersial
Gubeng,2,2,199,114,SHM,1300,2,1,Semi-Furnished,1,Timur,Ya,3,Sumur,Tidak,Bagus,Dekat Sekolah,285835,4,37500000,Komersial
Gunung Anyar,5,3,546,279,HGB,3500,2,2,Furnished,2,Timur,Ya,6,Air Tanah,Tidak,Baru,Dekat Jalan Raya,189808,5,155150000,Perumahan
Gunung Anyar,5,2,359,366,HGB,4400,0,1,Unfurnished,2,Utara,Tidak,8,Air Tanah,Ya,Baru,Dekat Jalan Raya,175082,5,126600000,Perumahan
Gunung Anyar,4,3,281,139,AJB,2200,2,2,Furnished,1,Selatan,Ya,2,PDAM,Ya,Baru,Dekat Jalan Raya,180539,5,50450000,Perumahan
Gunung Anyar,6,1,167,223,AJB,2200,1,0,Unfurnished,1,Timur,Tidak,5,Sumur,Ya,Bagus,Dekat Pusat Kota,184031,5,58950000,Campuran
Gunung Anyar,4,1,520,317,SHM,3500,2,1,Furnished,3,Utara,Tidak,11,PDAM,Tidak,Baru,Dekat Pusat Kota,186871,4,198200000,Komersial
Gunung Anyar,3,3,278,296,AJB,4400,2,1,Furnished,3,Selatan,Tidak,11,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,169651,4,126050000,Komersial
Gunung Anyar,3,1,242,309,SHM,2200,1,0,Unfurnished,1,Timur,Ya,12,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,177908,5,50050000,Campuran
Gunung Anyar,4,3,433,446,HGB,6600,1,1,Semi-Furnished,2,Barat,Tidak,5,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,210066,5,151200000,Campuran
Gunung Anyar,1,1,239,135,HGB,1300,2,0,Furnished,3,Selatan,Ya,12,PDAM,Tidak,Baru,Dekat Pusat Kota,185112,4,47500000,Campuran
Gunung Anyar,1,2,562,469,AJB,6600,2,2,Semi-Furnished,2,Utara,Ya,5,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,180810,5,123300000,Komersial
Gunung Anyar,2,4,572,318,SHM,2200,0,0,Unfurnished,1,Selatan,Tidak,3,Sumur,Tidak,Baru,Dekat Sekolah,173356,5,107500000,Campuran
Gunung Anyar,4,2,228,31,SHM,900,1,0,Furnished,1,Barat,Ya,7,Sumur,Ya,Bagus,Dekat Jalan Raya,157001,2,7400000,Campuran
Gunung Anyar,1,1,222,76,HGB,900,2,0,Furnished,1,Selatan,Tidak,12,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,177293,2,11500000,Campuran
Gunung Anyar,5,3,315,322,HGB,4400,1,0,Semi-Furnished,3,Timur,Ya,12,Sumur,Tidak,Baru,Dekat Pusat Kota,197585,4,242950000,Komersial
Gunung Anyar,6,4,137,188,AJB,2200,1,2,Furnished,3,Barat,Tidak,7,PDAM,Tidak,Bagus,Dekat Jalan Raya,174594,5,101700000,Perumahan
Gunung Anyar,2,2,469,226,HGB,2200,0,2,Semi-Furnished,2,Timur,Tidak,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,192055,5,65750000,Komersial
Gunung Anyar,4,2,538,428,HGB,6600,1,2,Unfurnished,3,Utara,Tidak,3,PDAM,Tidak,Bagus,Dekat Jalan Raya,193435,5,178250000,Komersial
Gunung Anyar,5,4,587,447,HGB,5500,0,2,Semi-Furnished,2,Utara,Ya,6,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,198919,5,218400000,Komersial
Gunung Anyar,6,2,520,283,AJB,4400,2,2,Furnished,1,Barat,Ya,7,PDAM,Tidak,Bagus,Dekat Pusat Kota,199311,5,155050000,Komersial
Gunung Anyar,1,3,157,234,HGB,3500,0,1,Unfurnished,2,Selatan,Ya,10,Air Tanah,Tidak,Baru,Dekat Jalan Raya,188116,5,46250000,Perumahan
Gunung Anyar,6,2,140,198,HGB,2200,0,1,Unfurnished,3,Timur,Tidak,4,PDAM,Tidak,Bagus,Dekat Jalan Raya,182108,5,82700000,Perumahan
Gunung Anyar,1,1,485,505,AJB,4400,2,1,Furnished,3,Selatan,Ya,6,Sumur,Ya,Baru,Dekat Jalan Raya,203484,4,159300000,Perumahan
Gunung Anyar,2,2,313,346,HGB,2200,2,2,Furnished,3,Barat,Ya,7,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,184709,5,86800000,Campuran
Gunung Anyar,4,2,285,89,AJB,1300,1,2,Furnished,2,Barat,Tidak,3,PDAM,Tidak,Baru,Dekat Jalan Raya,186566,5,33900000,Perumahan
Gunung Anyar,1,3,62,82,SHM,1300,2,2,Semi-Furnished,2,Selatan,Tidak,12,PDAM,Ya,Baru,Dekat Sekolah,179413,4,22050000,Komersial
Gunung Anyar,3,4,485,335,HGB,2200,2,0,Furnished,2,Selatan,Ya,11,PDAM,Ya,Bagus,Dekat Jalan Raya,171255,5,135700000,Campuran
Gunung Anyar,1,2,180,188,HGB,1300,2,2,Furnished,1,Utara,Tidak,9,PDAM,Tidak,Bagus,Dekat Sekolah,176157,5,34100000,Perumahan
Gunung Anyar,1,3,493,561,SHM,4400,0,2,Unfurnished,1,Selatan,Ya,3,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,210159,5,122700000,Komersial
Gunung Anyar,4,1,67,104,SHM,2200,2,0,Semi-Furnished,1,Barat,Ya,12,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,172738,2,17200000,Campuran
Gunung Anyar,4,2,545,69,HGB,1300,1,0,Furnished,3,Timur,Ya,12,PDAM,Tidak,Bagus,Dekat Jalan Raya,186362,3,26550000,Komersial
Gunung Anyar,5,4,385,143,SHM,2200,1,1,Semi-Furnished,3,Timur,Tidak,2,Air Tanah,Ya,Bagus,Dekat Jalan Raya,173178,5,65700000,Campuran
Gunung Anyar,3,3,264,129,HGB,2200,2,1,Semi-Furnished,2,Utara,Ya,6,PDAM,Tidak,Bagus,Dekat Pusat Kota,171306,4,48100000,Campuran
Jambangan,5,1,548,217,SHM,4400,0,1,Semi-Furnished,1,Selatan,Ya,2,Air Tanah,Ya,Baru,Dekat Sekolah,201550,5,66850000,Perumahan
Jambangan,1,1,213,94,HGB,1300,1,1,Semi-Furnished,2,Barat,Ya,3,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,188964,3,11800000,Perumahan
Jambangan,3,3,127,135,SHM,2200,1,1,Semi-Furnished,2,Timur,Ya,8,Air Tanah,Ya,Bagus,Dekat Pusat Kota,182293,4,43550000,Perumahan
Jambangan,1,2,310,361,HGB,2200,0,1,Furnished,1,Utara,Tidak,4,Sumur,Tidak,Baru,Dekat Pusat Kota,219655,4,127050000,Perumahan
Jambangan,2,2,281,371,HGB,2200,0,2,Unfurnished,1,Barat,Tidak,6,PDAM,Tidak,Baru,Dekat Pusat Kota,231743,4,93750000,Campuran
Jambangan,4,2,407,418,SHM,6600,2,1,Semi-Furnished,1,Selatan,Ya,7,Sumur,Ya,Bagus,Dekat Jalan Raya,197764,5,171650000,Komersial
Jambangan,1,1,125,131,AJB,2200,0,2,Furnished,3,Timur,Tidak,8,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,181251,5,27000000,Perumahan
Jambangan,3,2,468,119,HGB,2200,2,0,Furnished,1,Barat,Tidak,4,Sumur,Ya,Bagus,Dekat Pusat Kota,200750,5,43550000,Campuran
Jambangan,4,1,230,234,SHM,4400,2,0,Semi-Furnished,2,Timur,Ya,5,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,223312,5,51850000,Perumahan
Jambangan,4,2,512,215,HGB,4400,1,0,Unfurnished,1,Selatan,Tidak,7,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,191356,5,54200000,Komersial
Jambangan,5,2,209,48,SHM,1300,1,0,Unfurnished,1,Selatan,Tidak,5,PDAM,Tidak,Baru,Dekat Pusat Kota,180267,2,14250000,Campuran
Jambangan,5,4,534,69,AJB,900,0,2,Furnished,3,Selatan,Ya,9,Air Tanah,Ya,Baru,Dekat Jalan Raya,206585,4,48100000,Perumahan
Jambangan,6,1,468,146,AJB,1300,0,0,Furnished,2,Selatan,Tidak,2,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,213544,5,57950000,Komersial
Jambangan,4,3,246,110,SHM,1300,0,1,Unfurnished,2,Selatan,Ya,3,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,186858,5,28300000,Campuran
Jambangan,2,2,138,105,HGB,2200,0,1,Semi-Furnished,3,Barat,Tidak,9,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,182418,4,24350000,Campuran
Jambangan,5,4,166,96,AJB,900,0,2,Semi-Furnished,1,Barat,Tidak,7,Air Tanah,Ya,Baru,Dekat Pusat Kota,205162,5,44900000,Komersial
Jambangan,1,2,580,609,AJB,4400,0,0,Unfurnished,1,Barat,Tidak,2,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,206353,5,115350000,Campuran
