Kecamatan,Luas Tanah (m²),Luas Bangunan (m²),Jumlah Lantai,Kondisi Properti,Kondisi Perabotan,Sertifikat,Daya Listrik (watt),Hook,NJOP (Rp/m²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Usia Bangunan (tahun),Nilai Jual Bangunan (Rp)
Genteng,308,406,1,Bagus,Unfurnished,HGB,6600,Ya,314108,Perumahan,Dekat Jalan Raya,5,17,127527848
Genteng,509,194,3,Baru,Unfurnished,AJB,2200,Ya,342469,Komersial,Dekat Jalan Raya,5,17,66438986
Genteng,124,99,3,Bagus,Semi-Furnished,SHM,900,Tidak,321697,Perumahan,Dekat Sekolah,5,29,31848003
Genteng,197,220,1,Baru,Unfurnished,AJB,3500,Ya,324270,Komersial,Dekat Pusat Kota,5,16,71339400
Genteng,49,30,3,Baru,Unfurnished,AJB,900,Ya,278660,Perumahan,Dekat Jalan Raya,2,23,8359800
Genteng,312,109,1,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,286728,Campuran,Dekat Sekolah,5,2,31253352
Genteng,442,196,2,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,316773,Perumahan,Dekat Sekolah,5,2,62087508
Genteng,172,201,2,Butuh Renovasi,Furnished,AJB,4400,Ya,327069,Perumahan,Dekat Jalan Raya,5,5,65740869
Genteng,341,256,3,Baru,Unfurnished,SHM,4400,Ya,329438,Komersial,Dekat Pusat Kota,5,12,84336128
Genteng,286,83,1,Bagus,Semi-Furnished,SHM,900,Ya,290703,Perumahan,Dekat Sekolah,4,23,24128349
Genteng,185,53,3,Bagus,Unfurnished,SHM,900,Ya,283640,Campuran,Dekat Pusat Kota,3,28,15032920
Genteng,59,106,2,Butuh Renovasi,Unfurnished,HGB,2200,Ya,294435,Perumahan,Dekat Sekolah,5,14,31210110
Genteng,224,138,1,Baru,Unfurnished,HGB,2200,Ya,316489,Campuran,Dekat Pusat Kota,5,24,43675482
Genteng,177,124,3,Baru,Furnished,SHM,1300,Ya,320579,Perumahan,Dekat Jalan Raya,5,8,39751796
Genteng,412,174,1,Bagus,Unfurnished,SHM,1300,Tidak,310870,Perumahan,Dekat Pusat Kota,4,3,54091380
Genteng,96,80,2,Bagus,Unfurnished,SHM,900,Tidak,332432,Perumahan,Dekat Sekolah,4,13,26594560
Genteng,574,457,2,Bagus,Unfurnished,HGB,5500,Ya,364251,Komersial,Dekat Sekolah,5,4,166462707
Genteng,437,79,3,Bagus,Semi-Furnished,HGB,900,Tidak,295528,Campuran,Dekat Jalan Raya,5,1,23346712
Genteng,181,82,1,Baru,Furnished,AJB,900,Ya,280008,Komersial,Dekat Pusat Kota,4,10,22960656
Genteng,327,350,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Tidak,338376,Perumahan,Dekat Pusat Kota,5,8,118431600
Gubeng,164,106,3,Butuh Renovasi,Furnished,HGB,2200,Ya,290794,Komersial,Dekat Jalan Raya,5,23,30824164
Gubeng,65,38,3,Butuh Renovasi,Semi-Furnished,SHM,1300,Ya,284971,Campuran,Dekat Pusat Kota,2,2,10828898
Gubeng,599,514,1,Butuh Renovasi,Furnished,HGB,4400,Tidak,278536,Campuran,Dekat Sekolah,5,26,143167504
Gubeng,97,75,3,Baru,Semi-Furnished,HGB,900,Ya,287907,Perumahan,Dekat Sekolah,5,27,21593025
Gubeng,100,183,3,Butuh Renovasi,Furnished,SHM,2200,Tidak,258919,Campuran,Dekat Sekolah,5,28,47382177
Gubeng,145,111,2,Baru,Semi-Furnished,AJB,1300,Ya,293432,Komersial,Dekat Pusat Kota,5,8,32570952
Gubeng,118,62,1,Butuh Renovasi,Semi-Furnished,SHM,1300,Tidak,266693,Perumahan,Dekat Jalan Raya,3,2,16534966
Gubeng,86,53,2,Butuh Renovasi,Furnished,AJB,900,Tidak,241264,Perumahan,Dekat Jalan Raya,3,24,12786992
Gubeng,310,135,1,Butuh Renovasi,Semi-Furnished,HGB,2200,Ya,262380,Campuran,Dekat Sekolah,4,1,35421300
Gubeng,66,58,1,Butuh Renovasi,Furnished,SHM,1300,Tidak,263046,Campuran,Dekat Pusat Kota,3,11,15256668
Gubeng,250,212,1,Bagus,Semi-Furnished,SHM,3500,Ya,288375,Campuran,Dekat Pusat Kota,5,9,61135500
Gubeng,144,44,3,Bagus,Furnished,SHM,1300,Tidak,258203,Perumahan,Dekat Jalan Raya,5,8,11360932
Gubeng,534,448,3,Baru,Unfurnished,HGB,6600,Tidak,285173,Komersial,Dekat Sekolah,5,14,127757504
Gubeng,508,584,1,Butuh Renovasi,Furnished,AJB,5500,Tidak,291542,Campuran,Dekat Jalan Raya,5,7,170260528
Gubeng,200,68,1,Baru,Unfurnished,HGB,1300,Ya,290716,Campuran,Dekat Sekolah,5,24,19768688
Gubeng,123,204,3,Bagus,Furnished,SHM,4400,Ya,249816,Campuran,Dekat Jalan Raya,4,4,50962464
Gubeng,230,180,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,274341,Perumahan,Dekat Jalan Raya,4,10,49381380
Gubeng,198,141,3,Bagus,Furnished,SHM,1300,Ya,253575,Perumahan,Dekat Sekolah,5,26,35754075
Gubeng,483,495,1,Baru,Semi-Furnished,AJB,5500,Ya,316844,Komersial,Dekat Pusat Kota,5,1,156837780
Gubeng,513,531,3,Baru,Unfurnished,SHM,4400,Ya,329308,Campuran,Dekat Jalan Raya,4,23,174862548
Gubeng,256,189,1,Bagus,Semi-Furnished,AJB,2200,Ya,265070,Komersial,Dekat Jalan Raya,4,27,50098230
Gubeng,168,181,2,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,258103,Campuran,Dekat Pusat Kota,4,14,46716643
Gubeng,468,210,3,Butuh Renovasi,Unfurnished,AJB,3500,Tidak,284280,Komersial,Dekat Pusat Kota,5,5,59698800
Gubeng,223,297,1,Butuh Renovasi,Semi-Furnished,SHM,3500,Tidak,274207,Perumahan,Dekat Jalan Raya,5,7,81439479
Gubeng,368,144,3,Baru,Unfurnished,AJB,2200,Tidak,245965,Komersial,Dekat Sekolah,5,26,35418960
Gubeng,405,423,2,Butuh Renovasi,Unfurnished,HGB,5500,Tidak,296043,Campuran,Dekat Sekolah,5,4,125226189
Gubeng,519,115,3,Baru,Furnished,HGB,2200,Ya,294497,Komersial,Dekat Pusat Kota,4,15,33867155
Gubeng,406,307,2,Butuh Renovasi,Furnished,HGB,3500,Ya,283232,Perumahan,Dekat Jalan Raya,5,25,86952224
Gubeng,107,101,2,Butuh Renovasi,Unfurnished,AJB,1300,Ya,267062,Perumahan,Dekat Jalan Raya,2,17,26973262
Gubeng,152,98,2,Butuh Renovasi,Semi-Furnished,HGB,900,Tidak,274788,Campuran,Dekat Sekolah,4,5,26929224
Gubeng,121,138,2,Butuh Renovasi,Semi-Furnished,AJB,2200,Tidak,266524,Perumahan,Dekat Jalan Raya,5,4,36780312
Gubeng,310,169,3,Baru,Unfurnished,SHM,1300,Ya,260741,Komersial,Dekat Jalan Raya,5,27,44065229
Gubeng,199,114,1,Bagus,Semi-Furnished,SHM,1300,Tidak,285835,Komersial,Dekat Sekolah,4,15,32585190
Gunung Anyar,546,279,2,Baru,Furnished,HGB,3500,Tidak,189808,Perumahan,Dekat Jalan Raya,5,12,52956432
Gunung Anyar,359,366,2,Baru,Unfurnished,HGB,4400,Ya,175082,Perumahan,Dekat Jalan Raya,5,27,64080012
Gunung Anyar,281,139,1,Baru,Furnished,AJB,2200,Ya,180539,Perumahan,Dekat Jalan Raya,5,4,25094921
Gunung Anyar,167,223,1,Bagus,Unfurnished,AJB,2200,Ya,184031,Campuran,Dekat Pusat Kota,5,12,41038913
Gunung Anyar,520,317,3,Baru,Furnished,SHM,3500,Tidak,186871,Komersial,Dekat Pusat Kota,4,16,59238107
Gunung Anyar,278,296,3,Butuh Renovasi,Furnished,AJB,4400,Ya,169651,Komersial,Dekat Pusat Kota,4,17,50216696
Gunung Anyar,242,309,1,Butuh Renovasi,Unfurnished,SHM,2200,Tidak,177908,Campuran,Dekat Jalan Raya,5,7,54973572
Gunung Anyar,433,446,2,Butuh Renovasi,Semi-Furnished,HGB,6600,Ya,210066,Campuran,Dekat Sekolah,5,12,93689436
Gunung Anyar,239,135,3,Baru,Furnished,HGB,1300,Tidak,185112,Campuran,Dekat Pusat Kota,4,29,24990120
Gunung Anyar,562,469,2,Butuh Renovasi,Semi-Furnished,AJB,6600,Ya,180810,Komersial,Dekat Pusat Kota,5,28,84799890
Gunung Anyar,572,318,1,Baru,Unfurnished,SHM,2200,Tidak,173356,Campuran,Dekat Sekolah,5,18,55127208
Gunung Anyar,228,31,1,Bagus,Furnished,SHM,900,Ya,157001,Campuran,Dekat Jalan Raya,2,25,4867031
Gunung Anyar,222,76,1,Butuh Renovasi,Furnished,HGB,900,Tidak,177293,Campuran,Dekat Pusat Kota,2,2,13474268
Gunung Anyar,315,322,3,Baru,Semi-Furnished,HGB,4400,Tidak,197585,Komersial,Dekat Pusat Kota,4,23,63622370
Gunung Anyar,137,188,3,Bagus,Furnished,AJB,2200,Tidak,174594,Perumahan,Dekat Jalan Raya,5,7,32823672
Gunung Anyar,469,226,2,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,192055,Komersial,Dekat Pusat Kota,5,1,43404430
Gunung Anyar,538,428,3,Bagus,Unfurnished,HGB,6600,Tidak,193435,Komersial,Dekat Jalan Raya,5,7,82790180
Gunung Anyar,587,447,2,Butuh Renovasi,Semi-Furnished,HGB,5500,Tidak,198919,Komersial,Dekat Sekolah,5,26,88916793
Gunung Anyar,520,283,1,Bagus,Furnished,AJB,4400,Tidak,199311,Komersial,Dekat Pusat Kota,5,12,56405013
Gunung Anyar,157,234,2,Baru,Unfurnished,HGB,3500,Tidak,188116,Perumahan,Dekat Jalan Raya,5,12,44019144
Gunung Anyar,140,198,3,Bagus,Unfurnished,HGB,2200,Tidak,182108,Perumahan,Dekat Jalan Raya,5,0,36057384
Gunung Anyar,485,505,3,Baru,Furnished,AJB,4400,Ya,203484,Perumahan,Dekat Jalan Raya,4,5,102759420
Gunung Anyar,313,346,3,Butuh Renovasi,Furnished,HGB,2200,Tidak,184709,Campuran,Dekat Sekolah,5,23,63909314
Gunung Anyar,285,89,2,Baru,Furnished,AJB,1300,Tidak,186566,Perumahan,Dekat Jalan Raya,5,18,16604374
Gunung Anyar,62,82,2,Baru,Semi-Furnished,SHM,1300,Ya,179413,Komersial,Dekat Sekolah,4,15,14711866
Gunung Anyar,485,335,2,Bagus,Furnished,HGB,2200,Ya,171255,Campuran,Dekat Jalan Raya,5,7,57370425
Gunung Anyar,180,188,1,Bagus,Furnished,HGB,1300,Tidak,176157,Perumahan,Dekat Sekolah,5,27,33117516
Gunung Anyar,493,561,1,Butuh Renovasi,Unfurnished,SHM,4400,Tidak,210159,Komersial,Dekat Jalan Raya,5,0,117899199
Gunung Anyar,67,104,1,Butuh Renovasi,Semi-Furnished,SHM,2200,Ya,172738,Campuran,Dekat Sekolah,2,26,17964752
Gunung Anyar,545,69,3,Bagus,Furnished,HGB,1300,Tidak,186362,Komersial,Dekat Jalan Raya,3,26,12858978
Gunung Anyar,385,143,3,Bagus,Semi-Furnished,SHM,2200,Ya,173178,Campuran,Dekat Jalan Raya,5,15,24764454
Gunung Anyar,264,129,2,Bagus,Semi-Furnished,HGB,2200,Tidak,171306,Campuran,Dekat Pusat Kota,4,8,22098474
Jambangan,548,217,1,Baru,Semi-Furnished,SHM,4400,Ya,201550,Perumahan,Dekat Sekolah,5,12,43736350
Jambangan,213,94,2,Butuh Renovasi,Semi-Furnished,HGB,1300,Ya,188964,Perumahan,Dekat Sekolah,3,10,17762616
Jambangan,127,135,2,Bagus,Semi-Furnished,SHM,2200,Ya,182293,Perumahan,Dekat Pusat Kota,4,12,24609555
Jambangan,310,361,1,Baru,Furnished,HGB,2200,Tidak,219655,Perumahan,Dekat Pusat Kota,4,24,79295455
Jambangan,281,371,1,Baru,Unfurnished,HGB,2200,Tidak,231743,Campuran,Dekat Pusat Kota,4,20,85976653
Jambangan,407,418,1,Bagus,Semi-Furnished,SHM,6600,Ya,197764,Komersial,Dekat Jalan Raya,5,9,82665352
Jambangan,125,131,3,Butuh Renovasi,Furnished,AJB,2200,Ya,181251,Perumahan,Dekat Jalan Raya,5,3,23743881
Jambangan,468,119,1,Bagus,Furnished,HGB,2200,Ya,200750,Campuran,Dekat Pusat Kota,5,30,23889250
Jambangan,230,234,2,Butuh Renovasi,Semi-Furnished,SHM,4400,Ya,223312,Perumahan,Dekat Sekolah,5,26,52255008
Jambangan,512,215,1,Butuh Renovasi,Unfurnished,HGB,4400,Tidak,191356,Komersial,Dekat Sekolah,5,5,41141540
Jambangan,209,48,1,Baru,Unfurnished,SHM,1300,Tidak,180267,Campuran,Dekat Pusat Kota,2,27,8652816
Jambangan,534,69,3,Baru,Furnished,AJB,900,Ya,206585,Perumahan,Dekat Jalan Raya,4,6,14254365
Jambangan,468,146,2,Butuh Renovasi,Furnished,AJB,1300,Tidak,213544,Komersial,Dekat Sekolah,5,4,31177424
Jambangan,246,110,2,Butuh Renovasi,Unfurnished,SHM,1300,Ya,186858,Campuran,Dekat Jalan Raya,5,10,20554380
Jambangan,138,105,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Ya,182418,Campuran,Dekat Sekolah,4,12,19153890
Jambangan,166,96,1,Baru,Semi-Furnished,AJB,900,Ya,205162,Komersial,Dekat Pusat Kota,5,25,19695552
Jambangan,580,609,1,Butuh Renovasi,Unfurnished,AJB,4400,Ya,206353,Campuran,Dekat Sekolah,5,24,125668977
Jambangan,467,560,1,Bagus,Semi-Furnished,AJB,6600,Ya,220884,Campuran,Dekat Sekolah,5,18,123695040
Jambangan,547,181,3,Baru,Semi-Furnished,AJB,2200,Ya,212717,Perumahan,Dekat Sekolah,5,30,38501777
Jambangan,44,47,3,Butuh Renovasi,Unfurnished,HGB,1300,Tidak,184254,Campuran,Dekat Sekolah,3,22,8659938
Jambangan,285,181,3,Bagus,Semi-Furnished,HGB,2200,Tidak,209267,Campuran,Dekat Pusat Kota,5,9,37877327
Jambangan,596,659,1,Baru,Furnished,AJB,4400,Ya,209788,Komersial,Dekat Pusat Kota,5,9,138250292
Jambangan,74,47,3,Bagus,Unfurnished,HGB,1300,Tidak,207434,Perumahan,Dekat Pusat Kota,3,10,9749398
Jambangan,233,42,3,Baru,Furnished,AJB,1300,Tidak,186537,Campuran,Dekat Jalan Raya,3,20,7834554
Jambangan,145,172,1,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,209151,Campuran,Dekat Sekolah,5,29,35973972
Jambangan,490,122,1,Bagus,Semi-Furnished,SHM,1300,Tidak,210763,Perumahan,Dekat Pusat Kota,4,6,25713086
Jambangan,400,351,2,Baru,Furnished,HGB,2200,Ya,199031,Campuran,Dekat Sekolah,5,30,69859881
Jambangan,227,269,1,Baru,Semi-Furnished,AJB,4400,Tidak,215711,Perumahan,Dekat Sekolah,5,17,58026259
Jambangan,181,83,3,Baru,Unfurnished,AJB,900,Ya,193386,Perumahan,Dekat Jalan Raya,5,3,16051038
Jambangan,56,70,1,Butuh Renovasi,Semi-Furnished,HGB,1300,Ya,187592,Campuran,Dekat Jalan Raya,4,1,13131440
Jambangan,193,261,1,Baru,Furnished,HGB,2200,Ya,207179,Komersial,Dekat Jalan Raya,5,13,54073719
Jambangan,189,133,1,Butuh Renovasi,Unfurnished,AJB,2200,Tidak,189165,Campuran,Dekat Sekolah,4,12,25158945
Karangpilang,99,182,1,Butuh Renovasi,Furnished,HGB,2200,Tidak,175243,Perumahan,Dekat Jalan Raya,4,28,31894226
Karangpilang,242,151,3,Baru,Unfurnished,SHM,2200,Tidak,198684,Komersial,Dekat Sekolah,4,11,30001284
Karangpilang,265,340,2,Bagus,Semi-Furnished,HGB,3500,Ya,195671,Komersial,Dekat Pusat Kota,5,6,66528140
Karangpilang,220,231,1,Baru,Semi-Furnished,SHM,2200,Tidak,209104,Komersial,Dekat Pusat Kota,5,1,48303024
Karangpilang,42,87,2,Butuh Renovasi,Unfurnished,AJB,1300,Tidak,194703,Perumahan,Dekat Sekolah,3,12,16939161
Karangpilang,82,120,1,Bagus,Semi-Furnished,AJB,2200,Ya,170343,Campuran,Dekat Sekolah,4,13,20441160
Karangpilang,563,223,3,Butuh Renovasi,Semi-Furnished,AJB,3500,Tidak,175706,Campuran,Dekat Pusat Kota,5,26,39182438
Karangpilang,451,217,1,Bagus,Unfurnished,AJB,4400,Tidak,209696,Perumahan,Dekat Jalan Raya,4,16,45504032
Karangpilang,499,269,1,Baru,Semi-Furnished,HGB,4400,Ya,176029,Komersial,Dekat Jalan Raya,5,8,47351801
Karangpilang,391,98,1,Baru,Semi-Furnished,AJB,900,Ya,197105,Perumahan,Dekat Pusat Kota,5,16,19316290
Karangpilang,332,102,3,Baru,Furnished,HGB,1300,Ya,177109,Perumahan,Dekat Jalan Raya,5,7,18065118
Karangpilang,289,188,1,Baru,Semi-Furnished,SHM,1300,Tidak,203622,Perumahan,Dekat Pusat Kota,5,30,38280936
Karangpilang,240,283,2,Butuh Renovasi,Unfurnished,SHM,3500,Ya,184376,Perumahan,Dekat Sekolah,5,1,52178408
Karangpilang,404,224,3,Bagus,Unfurnished,AJB,4400,Ya,177932,Campuran,Dekat Jalan Raya,5,27,39856768
Karangpilang,219,128,2,Butuh Renovasi,Semi-Furnished,SHM,1300,Ya,184382,Komersial,Dekat Pusat Kota,5,23,23600896
Karangpilang,53,141,1,Bagus,Semi-Furnished,SHM,1300,Tidak,205044,Komersial,Dekat Jalan Raya,4,12,28911204
Karangpilang,150,73,2,Butuh Renovasi,Unfurnished,SHM,1300,Ya,180606,Komersial,Dekat Sekolah,3,2,13184238
Karangpilang,578,339,3,Baru,Semi-Furnished,AJB,2200,Tidak,186421,Perumahan,Dekat Sekolah,5,15,63196719
Karangpilang,417,146,1,Bagus,Semi-Furnished,AJB,2200,Ya,201575,Perumahan,Dekat Jalan Raya,5,5,29429950
Karangpilang,485,433,2,Butuh Renovasi,Furnished,HGB,4400,Tidak,191329,Perumahan,Dekat Jalan Raya,5,18,82845457
Karangpilang,153,120,3,Bagus,Furnished,SHM,2200,Tidak,199339,Komersial,Dekat Sekolah,4,29,23920680
Karangpilang,231,140,3,Bagus,Unfurnished,AJB,2200,Ya,179838,Perumahan,Dekat Pusat Kota,5,6,25177320
Karangpilang,376,420,1,Baru,Unfurnished,SHM,4400,Ya,214700,Campuran,Dekat Sekolah,4,9,90174000
Karangpilang,518,240,3,Bagus,Furnished,SHM,2200,Tidak,197101,Perumahan,Dekat Jalan Raya,4,8,47304240
Karangpilang,575,363,1,Baru,Unfurnished,HGB,3500,Tidak,182205,Perumahan,Dekat Sekolah,5,1,66140415
Karangpilang,371,221,2,Baru,Semi-Furnished,AJB,2200,Ya,189371,Perumahan,Dekat Sekolah,4,30,41850991
Karangpilang,574,158,1,Baru,Furnished,AJB,2200,Tidak,195336,Campuran,Dekat Pusat Kota,5,27,30863088
Karangpilang,157,252,3,Bagus,Furnished,SHM,2200,Tidak,185540,Komersial,Dekat Sekolah,5,27,46756080
Karangpilang,440,89,2,Butuh Renovasi,Unfurnished,HGB,900,Ya,199879,Komersial,Dekat Sekolah,5,14,17789231
Karangpilang,483,507,1,Butuh Renovasi,Unfurnished,SHM,4400,Ya,196679,Campuran,Dekat Sekolah,5,29,99716253
Karangpilang,406,34,2,Bagus,Furnished,SHM,1300,Ya,181194,Perumahan,Dekat Jalan Raya,3,4,6160596
Karangpilang,105,186,1,Bagus,Furnished,SHM,2200,Ya,171410,Perumahan,Dekat Jalan Raya,4,28,31882260
Kenjeran,161,111,2,Baru,Semi-Furnished,AJB,2200,Ya,177976,Komersial,Dekat Pusat Kota,4,21,19755336
Kenjeran,378,54,3,Bagus,Unfurnished,AJB,1300,Tidak,159240,Perumahan,Dekat Jalan Raya,3,3,8598960
Kenjeran,253,202,1,Bagus,Semi-Furnished,AJB,4400,Tidak,176252,Campuran,Dekat Jalan Raya,4,19,35602904
Kenjeran,360,332,2,Butuh Renovasi,Furnished,SHM,4400,Tidak,162021,Campuran,Dekat Jalan Raya,4,3,53790972
Kenjeran,79,85,1,Butuh Renovasi,Furnished,HGB,900,Ya,167190,Perumahan,Dekat Pusat Kota,3,17,14211150
Kenjeran,116,34,2,Butuh Renovasi,Unfurnished,HGB,1300,Ya,168390,Campuran,Dekat Jalan Raya,3,3,5725260
Kenjeran,517,429,3,Bagus,Semi-Furnished,HGB,6600,Tidak,190828,Campuran,Dekat Sekolah,5,26,81865212
Kenjeran,140,102,1,Bagus,Unfurnished,HGB,2200,Tidak,177916,Campuran,Dekat Sekolah,3,16,18147432
Kenjeran,466,175,3,Bagus,Furnished,AJB,1300,Tidak,167756,Perumahan,Dekat Pusat Kota,5,11,29357300
Kenjeran,424,144,1,Butuh Renovasi,Furnished,SHM,2200,Tidak,152945,Perumahan,Dekat Sekolah,5,21,22024080
Kenjeran,407,323,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,174776,Komersial,Dekat Jalan Raya,4,16,56452648
Kenjeran,472,85,1,Butuh Renovasi,Furnished,SHM,1300,Tidak,158727,Campuran,Dekat Pusat Kota,5,9,13491795
Kenjeran,399,465,2,Bagus,Semi-Furnished,SHM,5500,Tidak,165680,Campuran,Dekat Pusat Kota,4,21,77041200
Kenjeran,119,160,2,Bagus,Semi-Furnished,SHM,2200,Tidak,162056,Komersial,Dekat Pusat Kota,5,0,25928960
Kenjeran,139,237,2,Butuh Renovasi,Furnished,SHM,4400,Ya,161077,Campuran,Dekat Sekolah,4,21,38175249
Kenjeran,428,184,1,Bagus,Furnished,AJB,1300,Ya,158822,Komersial,Dekat Sekolah,5,25,29223248
Kenjeran,440,214,1,Bagus,Semi-Furnished,AJB,2200,Ya,178008,Campuran,Dekat Sekolah,5,23,38093712
Kenjeran,326,252,3,Butuh Renovasi,Furnished,AJB,3500,Tidak,180196,Campuran,Dekat Sekolah,5,26,45409392
Kenjeran,441,409,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Tidak,192818,Campuran,Dekat Jalan Raya,5,17,78862562
Kenjeran,110,131,2,Butuh Renovasi,Furnished,SHM,2200,Ya,165844,Komersial,Dekat Jalan Raya,5,17,21725564
Kenjeran,574,179,1,Butuh Renovasi,Unfurnished,HGB,1300,Tidak,173818,Campuran,Dekat Jalan Raya,4,13,31113422
Kenjeran,477,229,2,Baru,Furnished,SHM,2200,Tidak,161097,Campuran,Dekat Sekolah,5,14,36891213
Kenjeran,291,317,2,Bagus,Furnished,HGB,3500,Tidak,165957,Campuran,Dekat Sekolah,5,28,52608369
Kenjeran,48,72,2,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,152984,Perumahan,Dekat Pusat Kota,3,11,11014848
Kenjeran,522,487,1,Butuh Renovasi,Semi-Furnished,SHM,5500,Tidak,180186,Perumahan,Dekat Jalan Raya,5,3,87750582
Kenjeran,349,229,3,Baru,Furnished,HGB,4400,Tidak,183671,Perumahan,Dekat Pusat Kota,5,26,42060659
Kenjeran,61,81,2,Bagus,Unfurnished,SHM,900,Tidak,169218,Perumahan,Dekat Jalan Raya,3,2,13706658
Kenjeran,570,307,2,Butuh Renovasi,Furnished,AJB,3500,Ya,191140,Komersial,Dekat Sekolah,5,19,58679980
Kenjeran,382,337,2,Baru,Furnished,AJB,2200,Tidak,179291,Komersial,Dekat Pusat Kota,4,28,60421067
Kenjeran,117,56,2,Baru,Unfurnished,SHM,1300,Ya,175172,Komersial,Dekat Pusat Kota,2,11,9809632
Kenjeran,208,266,2,Baru,Unfurnished,HGB,3500,Tidak,167135,Perumahan,Dekat Pusat Kota,4,6,44457910
Kenjeran,576,422,2,Baru,Furnished,AJB,4400,Ya,183424,Komersial,Dekat Jalan Raya,4,28,77404928
Krembangan,340,371,3,Bagus,Unfurnished,HGB,4400,Ya,216897,Campuran,Dekat Sekolah,5,10,80468787
Krembangan,476,498,1,Baru,Semi-Furnished,HGB,4400,Ya,228713,Campuran,Dekat Sekolah,5,0,113899074
Krembangan,109,192,3,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,226927,Komersial,Dekat Jalan Raya,4,5,43569984
Krembangan,238,112,2,Bagus,Furnished,SHM,2200,Ya,197200,Komersial,Dekat Jalan Raya,4,14,22086400
Krembangan,209,274,1,Bagus,Furnished,SHM,2200,Ya,197033,Komersial,Dekat Jalan Raya,4,14,53987042
Krembangan,223,90,1,Baru,Semi-Furnished,AJB,900,Ya,223223,Campuran,Dekat Pusat Kota,3,18,20090070
Krembangan,126,46,3,Baru,Semi-Furnished,HGB,1300,Tidak,210392,Campuran,Dekat Jalan Raya,4,10,9678032
Krembangan,582,674,3,Butuh Renovasi,Unfurnished,HGB,5500,Ya,216633,Perumahan,Dekat Sekolah,5,25,146010642
Krembangan,512,356,1,Baru,Unfurnished,HGB,4400,Ya,224906,Komersial,Dekat Pusat Kota,5,22,80066536
Krembangan,90,101,3,Butuh Renovasi,Unfurnished,AJB,1300,Ya,207388,Campuran,Dekat Pusat Kota,2,25,20946188
Krembangan,368,356,1,Butuh Renovasi,Furnished,HGB,3500,Tidak,230421,Perumahan,Dekat Sekolah,5,1,82029876
Krembangan,462,419,1,Bagus,Furnished,HGB,6600,Ya,211106,Perumahan,Dekat Jalan Raya,5,13,88453414
Krembangan,417,238,3,Butuh Renovasi,Semi-Furnished,AJB,3500,Ya,230057,Komersial,Dekat Pusat Kota,4,1,54753566
Krembangan,578,200,1,Baru,Furnished,SHM,4400,Tidak,232293,Campuran,Dekat Jalan Raya,5,28,46458600
Krembangan,46,104,3,Butuh Renovasi,Semi-Furnished,SHM,2200,Ya,211100,Perumahan,Dekat Jalan Raya,5,3,21954400
Krembangan,399,36,1,Bagus,Furnished,AJB,900,Tidak,186517,Campuran,Dekat Sekolah,3,16,6714612
Krembangan,257,136,3,Baru,Semi-Furnished,SHM,2200,Tidak,196322,Perumahan,Dekat Jalan Raya,5,2,26699792
Krembangan,302,135,1,Butuh Renovasi,Furnished,SHM,2200,Tidak,211312,Campuran,Dekat Sekolah,5,12,28527120
Krembangan,542,340,2,Bagus,Semi-Furnished,AJB,2200,Tidak,200485,Perumahan,Dekat Jalan Raya,5,8,68164900
Krembangan,212,111,3,Bagus,Unfurnished,SHM,1300,Ya,217093,Perumahan,Dekat Jalan Raya,5,6,24097323
Krembangan,87,85,3,Bagus,Furnished,SHM,900,Ya,220626,Komersial,Dekat Pusat Kota,5,14,18753210
Krembangan,236,151,2,Bagus,Unfurnished,AJB,2200,Tidak,206474,Campuran,Dekat Jalan Raya,5,22,31177574
Krembangan,309,110,2,Bagus,Furnished,AJB,1300,Ya,203938,Perumahan,Dekat Pusat Kota,5,28,22433180
Krembangan,475,564,1,Butuh Renovasi,Furnished,AJB,4400,Tidak,240811,Perumahan,Dekat Jalan Raya,5,28,135817404
Krembangan,402,499,3,Butuh Renovasi,Unfurnished,AJB,4400,Tidak,225165,Komersial,Dekat Sekolah,5,10,112357335
Krembangan,191,154,1,Baru,Unfurnished,SHM,2200,Tidak,213277,Perumahan,Dekat Pusat Kota,5,19,32844658
Krembangan,58,135,1,Baru,Furnished,SHM,1300,Ya,190336,Perumahan,Dekat Pusat Kota,4,1,25695360
Krembangan,266,259,1,Baru,Semi-Furnished,HGB,2200,Ya,226719,Perumahan,Dekat Sekolah,5,14,58720221
Krembangan,159,62,2,Bagus,Semi-Furnished,HGB,1300,Tidak,204497,Campuran,Dekat Sekolah,5,13,12678814
Krembangan,120,123,1,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,191159,Perumahan,Dekat Jalan Raya,5,19,23512557
Krembangan,165,138,3,Baru,Furnished,HGB,1300,Ya,209679,Perumahan,Dekat Sekolah,5,21,28935702
